"","OTU_97.360","OTU_97.1096","OTU_97.2487","OTU_97.15869","OTU_97.29850","OTU_97.67","OTU_97.16585","OTU_97.35535","OTU_97.6703","OTU_97.1656","OTU_97.32588","OTU_97.33687","OTU_97.12461","OTU_97.37599","OTU_97.37902","OTU_97.39144","OTU_97.402","OTU_97.7623","OTU_97.26561","OTU_97.31428","OTU_97.226","OTU_97.9679","OTU_97.15051","OTU_97.29387","OTU_97.800","OTU_97.586","OTU_97.401","OTU_97.158","OTU_97.3264","OTU_97.255","OTU_97.7662","OTU_97.27756","OTU_97.175","OTU_97.16633","OTU_97.39322","OTU_97.331","OTU_97.4904","OTU_97.346","OTU_97.885","OTU_97.384","OTU_97.501","OTU_97.585","OTU_97.213","OTU_97.755","OTU_97.772","OTU_97.523","OTU_97.379","OTU_97.365","OTU_97.488","OTU_97.1399","OTU_97.281","OTU_97.337","OTU_97.424","OTU_97.26200","OTU_97.211","OTU_97.6580","OTU_97.35940","OTU_97.674","OTU_97.421","OTU_97.702","OTU_97.785","OTU_97.361","OTU_97.663","OTU_97.545","OTU_97.10199","OTU_97.339","OTU_97.288","OTU_97.42522","OTU_97.720","OTU_97.38248","OTU_97.286","OTU_97.2881","OTU_97.4651","OTU_97.7888","OTU_97.810","OTU_97.266","OTU_97.15337","OTU_97.155","OTU_97.617","OTU_97.683","OTU_97.181","OTU_97.23942","OTU_97.35268","OTU_97.34294","OTU_97.41674","OTU_97.571","OTU_97.43194","OTU_97.37076","OTU_97.37565","OTU_97.27813","OTU_97.37636","OTU_97.18624","OTU_97.43372","OTU_97.21746","OTU_97.26563","OTU_97.36971","OTU_97.16265","OTU_97.34800","OTU_97.39377","OTU_97.39184","OTU_97.699","OTU_97.645","OTU_97.27152","OTU_97.37903","OTU_97.23922","OTU_97.15271","OTU_97.10619","OTU_97.27041","OTU_97.10089","OTU_97.2847","OTU_97.38273","OTU_97.35521","OTU_97.5287","OTU_97.5561","OTU_97.57","OTU_97.4859","OTU_97.294","OTU_97.28512","OTU_97.1397","OTU_97.24025","OTU_97.154","OTU_97.24168","OTU_97.1681","OTU_97.144","OTU_97.15190","OTU_97.184","OTU_97.2918","OTU_97.204","OTU_97.6755","OTU_97.10101","OTU_97.16695","OTU_97.28399","OTU_97.24927","OTU_97.7657","OTU_97.4800","OTU_97.28748","OTU_97.7475","OTU_97.43362","OTU_97.38958","OTU_97.34","OTU_97.2297","OTU_97.7287","OTU_97.34683","OTU_97.28526","OTU_97.11618","OTU_97.24636","OTU_97.37987","OTU_97.29561","OTU_97.33056","OTU_97.18153","OTU_97.768","OTU_97.35237","OTU_97.14403","OTU_97.32564","OTU_97.34458","OTU_97.39245","OTU_97.14746","OTU_97.741","OTU_97.18382","OTU_97.33679","OTU_97.22716","OTU_97.24475","OTU_97.24870","OTU_97.25475","OTU_97.29574","OTU_97.29803","OTU_97.34780","OTU_97.34925","OTU_97.35176","OTU_97.35852","OTU_97.38665","OTU_97.38720","OTU_97.38931","OTU_97.39171","OTU_97.39459","OTU_97.5659","OTU_97.734","OTU_97.9982","OTU_97.14","OTU_97.1654","OTU_97.10938","OTU_97.20215","OTU_97.1201","OTU_97.5474","OTU_97.30402","OTU_97.37368","OTU_97.23136","OTU_97.28270","OTU_97.510","OTU_97.5894","OTU_97.824","OTU_97.1693","OTU_97.30088","OTU_97.29317","OTU_97.28280","OTU_97.8409","OTU_97.38818","OTU_97.11972","OTU_97.10385","OTU_97.232","OTU_97.41706","OTU_97.186","OTU_97.1779","OTU_97.37","OTU_97.24809","OTU_97.12279","OTU_97.36155","OTU_97.13028","OTU_97.41577","OTU_97.6625","OTU_97.16529","OTU_97.34479","OTU_97.13004","OTU_97.16539","OTU_97.34528","OTU_97.22261","OTU_97.19082","OTU_97.26863","OTU_97.10485","OTU_97.41853","OTU_97.28027","OTU_97.14926","OTU_97.22576","OTU_97.34703","OTU_97.29005","OTU_97.14061","OTU_97.20153","OTU_97.2464","OTU_97.18729","OTU_97.3911","OTU_97.24464","OTU_97.1677","OTU_97.34371","OTU_97.13450","OTU_97.73","OTU_97.40820","OTU_97.21012","OTU_97.11659","OTU_97.32087","OTU_97.5785","OTU_97.14116","OTU_97.10428","OTU_97.19163","OTU_97.33220","OTU_97.121","OTU_97.22041","OTU_97.25726","OTU_97.3324","OTU_97.9451","OTU_97.39984","OTU_97.5074","OTU_97.41989","OTU_97.29794","OTU_97.43210","OTU_97.43632","OTU_97.8514","OTU_97.40762","OTU_97.14259","OTU_97.59","OTU_97.30556","OTU_97.7542","OTU_97.36771","OTU_97.8830","OTU_97.31673","OTU_97.36663","OTU_97.22942","OTU_97.26883","OTU_97.1486","OTU_97.13522","OTU_97.43425","OTU_97.6433","OTU_97.43637","OTU_97.9316","OTU_97.951","OTU_97.18018","OTU_97.12419","OTU_97.15133","OTU_97.43023","OTU_97.31553","OTU_97.152","OTU_97.3161","OTU_97.3545","OTU_97.13145","OTU_97.404","OTU_97.13820","OTU_97.33897","OTU_97.20597","OTU_97.170","OTU_97.41441","OTU_97.41948","OTU_97.33390","OTU_97.1635","OTU_97.23009","OTU_97.11641","OTU_97.86","OTU_97.16034","OTU_97.36559","OTU_97.27883","OTU_97.34765","OTU_97.43213","OTU_97.13936","OTU_97.3002","OTU_97.25028","OTU_97.25986","OTU_97.3016","OTU_97.43403","OTU_97.578","OTU_97.381","OTU_97.15603","OTU_97.23396","OTU_97.118","OTU_97.10513"
"700037008",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,3,0,0,0,0,12,0,3,0,0,1,0,0,0,4,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,9,5,1,0,0,0,0,3,0,0,5,1,3,1,0,0,0,7,5,0,4,2,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,60,0,25,68,8,15,7,93,5,16,11,494,3,39,7,29,20,53,0,0,63,8,56,52,4,0,0,0,0,0,0,0,0,0,0,557,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,61,55,86,12,16,11,1,2,1,5,0,19,0,21,0,13,2,0,1,4,2,2,188,2,0,5,5,0,31,1,8,0,0,0,0,0,0,3,1,2,0,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,6,1,8,1,0,1,5,6,7,0,27,2,3,4,6,31,7,5,11,23,2,14,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4
"700037090",1,4,0,0,1,5,1,1,0,2,1,0,0,18,16,8,1,0,0,2,5,1,0,0,0,4,0,17,1,5,1,0,10,1,3,0,1,0,0,0,0,1,4,0,4,5,12,5,0,1,0,2,3,3,1,3,4,2,4,0,0,0,0,3,0,6,4,1,3,1,0,0,1,8,0,0,0,0,1,3,4,0,1,1,4,2,7,1,11,2,0,0,3,8,1,1,1,2,0,2,1,3,0,2,0,0,11,1,2,2,2,0,1,5,55,1,5,3,1,11,9,0,0,32,5,62,5,14,0,1,3,24,9,3,8,3,0,0,0,0,0,0,31,0,1,1,0,3,0,1,0,0,0,0,0,0,8,1,0,0,0,5,0,0,1,30,1,1,43,3,0,0,155,67,14,0,0,0,14,0,0,1,0,6,0,0,4,0,9,1,0,0,0,0,0,1,0,0,0,21,2,6,3,18,1,0,2,0,0,4,33,0,5,0,0,0,3,1,2,1,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,7,4,4,16,12,2,1,0,0,11,8,1,5,3,4,0,2,6,1,2,3,5,1,0,1,0,3,0,1,0,0,5,1,2,0,0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,7,5,1
"700037123",0,0,0,0,0,3,0,0,0,2,0,0,0,7,4,0,3,0,14,14,20,0,1,1,0,0,7,10,0,0,0,0,1,0,3,0,0,0,0,16,0,0,1,5,0,15,2,1,0,0,0,9,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,16,0,0,0,0,1,0,1,0,0,3,0,0,0,1,2,1,3,2,0,1,1,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,19,220,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,19,0,1,0,0,0
"700037198",3,1,0,3,1,11,3,1,0,1,3,0,1,16,14,12,0,0,8,2,10,0,1,0,0,0,0,8,6,4,1,0,0,0,3,1,0,0,0,0,0,0,3,3,0,0,0,0,1,1,0,0,0,2,2,0,1,0,0,0,1,5,2,0,0,0,0,1,11,1,2,6,4,0,2,0,1,1,2,1,1,0,0,0,4,1,6,2,2,3,0,0,1,0,0,3,0,5,1,0,0,1,1,6,0,5,30,12,1,6,18,2,6,23,305,3,0,0,0,0,0,0,19,0,0,0,4,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,70,48,105,33,46,17,4,9,5,0,0,71,7,8,2,5,3,2,19,4,1,6,222,1,1,16,3,1,3,10,9,63,2,5,44,4,0,2,2,0,2,0,128,31,0,0,0,7,18,9,2,20,33,24,0,10,4,34,5,2,4,31,10,0,1,0,6,1,3,1,1,0,1,1,1,3,6,0,0,9,0,0,0,10,56,82,90,22,11,53,11,31,4,92,44,3,20,2,10,11,4,14,30,11,15,0,5,2,0,0,27
"700037303",1,0,0,0,0,0,1,1,0,0,0,1,1,6,4,2,2,2,3,3,5,0,0,2,2,0,17,17,0,1,1,0,0,0,4,0,0,0,3,9,2,0,8,0,1,0,8,3,2,1,0,11,6,0,34,2,5,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,3,1,4,2,2,7,6,7,8,3,4,4,1,1,4,3,1,6,2,3,2,1,0,44,7,1,2,16,4,0,3,8,2,4,14,119,2,7,0,6,21,7,0,6,30,1,0,11,40,14,1,31,18,5,6,2,2,1,0,0,0,2,2,34,1,0,0,0,4,0,1,1,0,0,2,1,0,2,0,0,0,0,5,1,1,0,28,22,67,19,0,1,0,115,117,9,0,3,1,123,0,0,6,13,27,1,0,3,0,29,2,0,10,3,0,1,1,6,20,34,0,4,0,0,22,1,8,3,0,0,6,2,0,9,0,3,0,4,1,1,1,0,1,1,48,0,1,0,0,0,0,4,1,22,28,20,1,0,1,1,1,2,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,2,0,0,0,3,0,0,0,0,1,39,16,3,0,0,1,6,0,6,11,5,21,0,1,0,4,2,0
"700037357",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0,0,2,1,0,14,4,4,0,0,0,0,0,0,0,2,0,1,4,0,0,0,0,0,1,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,2,0,10,11,5,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,6,1,0,0,0,0,1,0,0,0,0,1,0,1,0,2,1,4,0,0,9,3,2,2,6,2,1,6,68,5,1,1,0,1,2,7,60,6,0,21,7,22,1,0,0,1,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,3,1,0,0,0,14,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,2,1,1,0,12,13,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,1,10,0,15,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,0,3,0,0,0,0,0,0,10,27,0,2,10,0,14,5,0,5,60,27,2,4,0,9,5,2,5,7,8,12,1,2,0,0,0,0
"700037405",2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3,2,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,3,8,5,11,0,0,0,3,1,2,7,5,0,13,4,1,0,0,0,2,1,0,3,18,0,1,1,0,4,2,0,0,0,0,3,0,0,0,4,0,0,1,0,1,0,2,1,4,1,2,1,2,0,1,0,1,6,0,0,1,4,1,1,4,45,0,51,0,0,0,0,0,1,1,0,23,0,5,6,0,15,10,0,3,2,0,1,1,10,0,3,3,25,1,1,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,22,4,104,8,1,1,1,83,225,7,0,0,4,31,1,0,5,4,11,0,0,2,0,23,0,0,8,3,0,1,1,2,5,20,344,3,0,0,32,8,5,3,0,1,7,7,0,20,0,4,0,44,1,0,15,0,0,0,32,0,1,0,1,1,0,1,0,15,46,396,0,0,0,1,0,2,0,0,1,4,0,0,0,0,1,1,0,6,11,6,0,2,0,2,3,1,0,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,2,0,0,0,3,9,4,1,0,0,2,0,0,2,3,0,0,7,1,1,0,10,71
"700037453",9,2,1,1,0,3,2,0,0,3,2,4,0,26,7,0,0,0,0,2,2,0,1,0,0,0,0,2,0,23,10,3,39,4,0,0,2,0,0,1,1,0,3,5,0,5,0,0,4,0,1,2,3,3,0,0,0,1,0,1,0,0,0,1,1,4,0,0,26,3,0,1,0,2,0,0,0,0,1,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,1,0,1,3,1,0,0,0,0,22,1,4,90,5,3,7,6,1,13,12,172,3,0,2,10,34,35,5,3,76,1,0,14,83,0,0,0,0,0,0,0,0,0,0,986,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,88,30,21,4,0,0,0,10,26,0,10,3,25,1,277,1,3,3,1,0,0,3,0,0,17,1,0,2,1,17,0,0,0,1,0,4,2,1,6,1,2,13,47,3,11,4,1,7,0,0,47,4,4,5,2,6,44,16,4,1,11,10,1,2,0,11,1,57,22,10,7,20,8,6,4,22,30,21,5,64,5,0,0,1,4,2,0,21,12,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"700037539",66,13,1,7,0,44,4,0,3,15,3,16,2,68,39,15,1,2,7,2,17,5,12,6,10,23,72,72,30,174,17,30,66,18,13,85,12,1,6,8,12,2,17,2,6,12,16,4,2,1,0,28,9,31,27,20,15,9,16,3,2,1,0,15,5,1,4,11,14,1,2,0,1,5,1,2,0,0,1,4,4,4,2,6,8,19,36,10,6,10,15,7,10,5,0,1,2,2,1,2,8,2,5,1,0,0,8,3,1,0,1,0,3,1,24,0,0,5,3,9,15,0,0,18,0,1,0,27,30,18,34,60,5,13,0,5,2,3,0,1,6,3,72,1,1,7,2,7,6,0,1,26,0,1,1,0,3,0,0,2,2,34,3,51,41,90,45,35,67,3,0,4,250,310,29,3,14,32,458,10,4,5,27,116,1,2,6,2,92,4,32,11,5,1,116,5,11,11,33,0,5,0,1,129,49,38,10,3,4,5,5,1,40,2,16,0,6,2,1,7,2,1,5,262,2,2,3,4,1,3,7,6,19,2,2,8,0,1,2,2,7,4,3,13,12,1,2,3,0,10,0,0,1,10,0,0,0,1,3,2,0,0,6,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,23,0,34,53,0,8,1,6,3,5,14,3,2,0,3,52,9,2,2,5,4,5,2,5,6,6,63,0,17,5,0,0,0
"700037700",0,0,0,0,0,3,0,1,0,0,0,0,0,9,11,2,0,2,0,2,5,0,2,1,0,1,1,2,0,1,0,0,11,1,3,2,95,39,0,3,0,0,0,1,0,1,7,1,0,0,4,1,0,1,0,1,0,0,0,0,1,0,2,1,0,0,0,1,8,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,3,0,0,21,8,0,0,8,4,1,5,9,0,1,3,47,1,0,7,9,21,29,10,4,33,2,0,2,0,2,56,0,100,2,29,14,3,1,3,0,1,12,0,188,7,0,3,0,17,3,1,1,1,2,1,8,0,7,0,1,0,9,307,0,12,0,92,5,30,480,24,1,0,457,2,81,0,12,0,6,9,2,0,0,0,0,0,2,0,0,0,9,24,4,7,0,12,59,56,0,15,3,11,26,98,3,24,10,1,3,3,2,0,11,0,11,1,3,2,0,0,1,0,5,124,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,26,0,23,23,0,1,2,18,2,1,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
"700037814",0,1,0,0,0,1,0,0,0,0,0,1,0,3,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,17,1,1,0,1,0,0,36,0,1,6,0,0,2,1,0,0,0,0,2,0,5,0,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,8,1,3,24,15,4,9,19,6,7,17,217,3,29,1,5,19,6,0,9,0,0,17,15,5,20,7,0,145,2,25,13,8,3,12,5,5,6,20,154,3,4,5,0,10,2,5,1,0,4,4,8,0,34,2,0,1,1,44,2,11,1,218,0,57,152,8,1,13,578,8,47,1,2,0,4,2,1,3,0,0,5,1,5,3,2,8,2,27,10,0,0,6,101,31,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,64,0,0,0,1,1,3,0,0,10,4,3,1,0,1,2,2,1,3,4,7,2,1,0,9,3,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,16,3,2,0,2,1,2,3,4,3,0,0,0,0,6,3,0
"700037967",0,0,0,0,0,0,1,0,0,0,0,0,0,6,8,2,2,1,0,0,0,1,0,0,0,0,5,23,3,6,2,2,0,0,3,6,1,0,7,1,1,1,5,1,7,0,1,0,0,0,1,0,0,1,1,1,21,0,1,0,0,4,1,1,1,0,1,1,14,0,0,1,0,0,0,0,0,1,0,2,1,0,0,2,1,2,6,1,4,0,1,0,1,1,10,10,11,11,0,1,1,0,0,9,0,2,22,4,3,1,13,5,6,14,198,1,26,0,0,0,0,14,10,0,0,0,14,0,1,0,0,39,1,5,1,0,10,0,0,3,34,42,28,0,0,0,2,1,0,0,1,0,0,0,0,4,1,0,0,5,0,2,4,1,0,21,10,199,6,2,2,11,40,3,4,0,4,0,3,0,0,12,0,0,1,0,0,2,0,3,1,64,16,7,1,0,105,96,0,0,15,0,0,156,8,35,24,3,10,6,2,1,76,11,21,2,2,5,1,4,0,3,5,328,3,4,6,5,2,1,12,8,0,0,0,0,0,0,1,1,1,0,0,1,5,0,1,0,1,0,0,0,2,1,0,10,0,0,2,0,2,0,11,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,26,0,2,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0
"700038021",0,4,0,1,0,5,0,0,1,7,1,0,0,2,5,6,3,4,4,3,1,1,1,0,1,3,217,556,21,20,9,28,6,0,4,1,16,2,1,3,0,1,61,1,12,5,5,0,6,1,2,20,0,0,65,14,21,1,0,1,2,0,1,1,10,7,1,1,3,0,0,1,0,2,0,0,0,0,1,1,2,2,2,7,11,1,32,12,1,5,2,1,4,5,16,7,15,46,11,7,2,2,6,13,3,9,44,28,1,3,62,4,10,19,166,1,110,13,5,18,54,28,68,25,2,54,12,29,5,0,23,1,0,3,0,1,0,0,2,7,5,0,8,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,15,8,31,2,1,0,0,38,81,4,0,0,9,91,1,0,1,8,11,0,0,0,0,43,1,0,0,0,2,32,0,0,2,10,11,34,0,0,173,9,46,46,2,6,27,40,4,98,10,25,6,33,13,3,6,5,2,17,353,9,2,29,9,11,5,33,10,1,3,10,6,4,2,17,11,36,1,1,22,38,2,4,1,0,21,0,2,0,0,0,1,0,0,3,0,1,0,21,10,0,0,0,0,0,38,33,7,11,20,10,9,9,17,6,3,5,14,16,0,0,1,3,0,0,6,3,0,1,18,103,19,4,8,1,34,47,7,59,28,11,25,6,23,7,0,0,2
"700038231",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,21,11,3,2,4,10,1,4,26,13,8,0,1,0,1,0,0,8,0,0,5,4,0,0,0,3,1,36,1,20,1,0,3,1,1,8,0,2,0,0,0,0,1,5,0,2,0,1,0,0,0,1,112,0,1,0,5,0,0,0,0,1,0,112,26,0,0,0,0,0,0,0,1,49,0,6,8,2,4,59,13,3,2,39,0,9,10,115,3,5,6,19,108,49,0,0,134,4,1,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,20,19,27,4,4,50,13,0,0,0,3,105,0,12,2,6,1,6,0,1,6,47,0,0,0,0,1,2,29,2,2,72,93,22,29,75,15,10,17,109,8,110,0,0,0,1,245,0,1,10,61,3,3,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,5,81
"700038354",4,0,0,1,0,1,0,0,0,0,0,0,0,5,7,0,0,0,2,2,5,0,1,1,3,15,2,5,1,8,10,7,20,0,1,1,4,3,1,12,2,1,34,1,1,2,0,27,0,2,4,2,1,7,1,0,1,3,2,12,4,7,1,0,4,17,9,20,44,1,9,4,4,3,0,0,0,0,5,2,1,5,2,5,3,0,4,0,2,2,1,0,0,0,1,0,1,2,0,2,0,0,0,8,0,2,4,1,1,0,7,0,2,2,39,1,0,7,2,31,27,0,1,3,1,4,5,16,31,3,79,20,2,1,0,1,6,0,0,3,27,3,33,1,0,0,2,1,0,0,1,0,0,0,0,1,1,0,1,4,4,7,2,3,5,7,13,77,48,2,0,1,49,377,9,0,5,0,158,1,0,7,7,99,0,1,1,1,37,1,6,38,9,24,6,0,41,321,73,10,0,0,0,28,0,9,3,0,0,1,1,0,5,0,4,1,2,2,0,1,1,1,1,51,0,1,0,3,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6,0,0,1,0,3,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,5,1,11,0,3,4,8,18,6,4,14,11,36,16,4,13,7,6,11,10,5,23,0,7,0,3,2,0,0,0
"700038445",247,153,7,84,39,55,5,26,10,22,46,4,24,653,656,167,10,43,107,48,89,5,10,5,25,151,1,9,2,4,1,0,120,13,0,33,67,1,3,26,44,18,14,48,30,0,0,137,35,2,30,94,60,42,2,0,0,69,19,0,3,3,1,5,1,9,11,1,12,3,3,1,2,27,0,1,6,2,0,12,8,48,13,98,52,19,87,9,22,13,48,11,3,8,2,3,1,15,5,56,27,12,1,1,0,0,4,1,0,0,7,1,0,2,25,1,10,0,3,23,16,0,0,1,0,3,0,75,39,5,0,7,1,40,5,0,0,0,36,13,2,2,108,3,1,7,0,28,0,1,0,0,3,1,1,1,3,1,0,0,3,91,0,0,0,460,8,0,124,8,0,0,842,0,114,1,1,1,2,4,4,0,0,0,2,0,8,0,0,3,0,0,0,0,0,2,0,9,0,26,10,0,0,67,8,17,5,0,1,25,28,4,59,7,15,1,184,5,3,1,4,2,4,125,3,0,3,2,6,1,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,5,0,9,23,3,0,8,3,8,2,6,0,9,3,0,3,4,4,7,0,0,0,0,0,0,0,0,0,1,2,1,10,39,4,5,16,33,3,2,3,14,2,4,13,95,24,5,8,7,32,24,7,51,23,18,71,3,2,6,4,45,0
"700038493",3,3,0,0,1,2,1,0,1,0,1,0,1,17,23,4,0,0,6,2,3,0,4,0,1,1,3,7,3,0,0,0,0,0,0,1,10,0,0,1,1,0,10,10,0,6,0,1,0,0,1,0,3,1,20,1,1,0,6,0,1,0,5,3,0,0,0,0,0,0,0,0,1,0,0,6,7,2,0,2,3,1,0,8,2,1,22,0,2,1,6,0,1,2,4,1,1,9,0,2,2,0,1,7,0,3,5,1,0,0,7,1,2,5,79,1,10,0,0,0,0,0,1,47,1,0,8,14,0,0,0,0,0,0,0,0,0,0,34,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,0,8,2,0,0,0,0,0,7,2,3,0,1,0,0,14,0,0,0,20,1,0,0,0,0,0,1,0,47,29,31,0,0,0,2,4,12,2,1,4,10,2,2,1,0,0,0,0,1,1,0,0,0,0,5,0,0,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,1,17,0,0,2,0,0,11,2,0,12,1,6,1,15,5,0,0,7
